Number,Character,Pinyin,English,CHR/million,Known,,,,,,,,
2513,县,xiàn,county  ,8.41,,,,,,,,,
2514,恳,kěn,earnestly  ,8.41,,,,,,,,,
2515,逸,yì,leisurely  ,8.37,,,,,,,,,
2516,咕,gū,gurgle  ,8.35,,,,,,,,,
2517,蝇,yíng,fly  ,8.35,,,,,,,,,
2518,殴,ōu,beat  ,8.35,,,,,,,,,
2519,猾,huá,sly  ,8.35,,,,,,,,,
2520,韵,yùn,rhyme  ,8.33,,,,,,,,,
2521,钝,dùn,dull  ,8.33,,,,,,,,,
2522,葱,cōng,scallion  ,8.33,,,,,,,,,
2523,绞,jiǎo,strangle  ,8.33,,,,,,,,,
2524,饵,ěr,bait  ,8.3,,,,,,,,,
2525,逢,féng,meet  ,8.28,,,,,,,,,
2526,奢,shē,luxurious  ,8.26,,,,,,,,,
2527,挫,cuò,suffer  ,8.26,,,,,,,,,
2528,兑,duì,exchange  ,8.26,,,,,,,,,
2529,撇,piē,scoff  ,8.26,,,,,,,,,
2530,弦,xián,string  ,8.2,,,,,,,,,
2531,贸,mào,trade  ,8.18,,,,,,,,,
2532,壶,hú,pot  ,8.18,,,,,,,,,
2533,伽,gā,buddhist monk  ,8.16,,,,,,,,,
2534,掐,qiā,pinched  ,8.16,,,,,,,,,
2535,绷,bēng,stretch  ,8.11,,,,,,,,,
2536,蟹,xiè,crab  ,8.09,,,,,,,,,
2537,昧,mèi,tasteless  ,8.09,,,,,,,,,
2538,庸,yōng,commonplace  ,8.07,,,,,,,,,
2539,帘,lián,curtain  ,8.07,,,,,,,,,
2540,搁,gē,put  ,8.05,,,,,,,,,
2541,梁,liáng,beam  ,8.03,,,,,,,,,
2542,窥,kuī,peek  ,8.03,,,,,,,,,
2543,涌,yǒng,surge  ,8.01,,,,,,,,,
2544,挚,zhì,sincere  ,7.96,,,,,,,,,
2545,祟,suì,haunt  ,7.96,,,,,,,,,
2546,鳄,è,crocodile  ,7.96,,,,,,,,,
2547,坛,tán,altarpiece  ,7.96,,,,,,,,,
2548,窍,quào,hole  ,7.94,,,,,,,,,
2549,腥,xīng,fishy  ,7.94,,,,,,,,,
2550,竹,zhú,bamboo  ,7.92,,,,,,,,,
2551,斤,jīn,jin  ,7.88,,,,,,,,,
2552,晰,xī,clear  ,7.88,,,,,,,,,
2553,祥,xiáng,auspicious  ,7.88,,,,,,,,,
2554,坪,píng,level  ,7.86,,,,,,,,,
2555,鲸,jīng,whale  ,7.84,,,,,,,,,
2556,叙,xù,narrate  ,7.81,,,,,,,,,
2557,溺,nì,drown  ,7.77,,,,,,,,,
2558,躯,qū,body  ,7.75,,,,,,,,,
2559,旨,zhǐ,intention  ,7.73,,,,,,,,,
2560,蔬,shū,vegetable  ,7.71,,,,,,,,,
2561,拇,mǔ,thumb  ,7.71,,,,,,,,,
2562,浇,jiāo,pour  ,7.69,,,,,,,,,
2563,叠,dié,stack  ,7.66,,,,,,,,,
2564,绊,bàn,trip  ,7.64,,,,,,,,,
2565,籍,jí,register  ,7.62,,,,,,,,,
2566,邓,dèng,Deng (surname)  ,7.58,,,,,,,,,
2567,逞,chěng,show off  ,7.58,,,,,,,,,
2568,疹,zhěn,rash  ,7.56,,,,,,,,,
2569,框,kuàng,frame  ,7.51,,,,,,,,,
2570,碑,bēi,stone tablet  ,7.49,,,,,,,,,
2571,秩,zhì,order  ,7.49,,,,,,,,,
2572,弓,gōng,bow  ,7.49,,,,,,,,,
2573,蓬,péng,wild  ,7.49,,,,,,,,,
2574,鱿,yóu,squid  ,7.47,,,,,,,,,
2575,咐,fù,instruct  ,7.47,,,,,,,,,
2576,嫩,nèn,tender  ,7.45,,,,,,,,,
2577,酿,niàng,brew  ,7.39,,,,,,,,,
2578,哩,lǐ,abbreviation  ,7.37,,,,,,,,,
2579,唠,láo,talkative  ,7.34,,,,,,,,,
2580,勺,sháo,spoon  ,7.34,,,,,,,,,
2581,崽,zǎi,cub  ,7.32,,,,,,,,,
2582,墅,shù,villa  ,7.28,,,,,,,,,
2583,亦,yì,also  ,7.28,,,,,,,,,
2584,悯,mǐn,pity  ,7.26,,,,,,,,,
2585,伐,fá,chop  ,7.26,,,,,,,,,
2586,宋,sòng,Song (dynasty)  ,7.26,,,,,,,,,
2587,咽,yān,sore throat  ,7.26,,,,,,,,,
2588,婪,lán,greedy  ,7.24,,,,,,,,,
2589,惕,tì,alert  ,7.24,,,,,,,,,
2590,稚,zhì,childish  ,7.19,,,,,,,,,
2591,榈,lǘ,elm  ,7.19,,,,,,,,,
2592,樱,yīng,cherry  ,7.17,,,,,,,,,
2593,曝,pù,expose  ,7.17,,,,,,,,,
2594,捆,kǔn,bind  ,7.15,,,,,,,,,
2595,豚,tún,dolphin  ,7.15,,,,,,,,,
2596,泊,bó,anchored  ,7.13,,,,,,,,,
2597,嗅,xiù,smell  ,7.13,,,,,,,,,
2598,戮,lù,kill  ,7.13,,,,,,,,,
2599,呗,bèi,let it be  ,7.11,,,,,,,,,
2600,瓷,cí,ceramic  ,7.09,,,,,,,,,
2601,渔,yú,fish  ,7.09,,,,,,,,,
2602,哑,yǎ,mute  ,7.07,,,,,,,,,
2603,驰,chí,speed  ,7.07,,,,,,,,,
2604,踝,huái,ankle  ,7.07,,,,,,,,,
2605,屑,xiè,particle  ,7.07,,,,,,,,,
2606,斧,fǔ,axe  ,7.05,,,,,,,,,
2607,虹,hóng,rainbow  ,7.02,,,,,,,,,
2608,槽,cáo,trough  ,7.02,,,,,,,,,
2609,亵,xiè,dishonor  ,7,,,,,,,,,
2610,嬉,xī,playful  ,7,,,,,,,,,
2611,烘,hōng,bake  ,6.96,,,,,,,,,
2612,栽,zāi,plant  ,6.94,,,,,,,,,
2613,绰,chuò,ability  ,6.92,,,,,,,,,
2614,驯,xún,tame  ,6.9,,,,,,,,,
2615,弘,hóng,promote  ,6.9,,,,,,,,,
2616,杨,yáng,poplar  ,6.9,,,,,,,,,
2617,铭,míng,inscription  ,6.87,,,,,,,,,
2618,冤,yuān,injustice  ,6.87,,,,,,,,,
2619,溪,xī,stream  ,6.87,,,,,,,,,
2620,舟,zhōu,boat  ,6.85,,,,,,,,,
2621,簿,bù,book  ,6.85,,,,,,,,,
2622,绎,yì,strand  ,6.83,,,,,,,,,
2623,胀,zhàng,bloat  ,6.83,,,,,,,,,
2624,肆,sì,unrestrained  ,6.81,,,,,,,,,
2625,轴,zhóu,axis  ,6.81,,,,,,,,,
2626,婶,shěn,aunt  ,6.81,,,,,,,,,
2627,粮,liáng,grain  ,6.79,,,,,,,,,
2628,溅,jiàn,splash  ,6.77,,,,,,,,,
2629,拌,bàn,mix  ,6.77,,,,,,,,,
2630,髓,suǐ,marrow  ,6.68,,,,,,,,,
2631,吩,fēn,order  ,6.68,,,,,,,,,
2632,剔,tī,remove  ,6.66,,,,,,,,,
2633,鞭,biān,whip  ,6.66,,,,,,,,,
2634,茎,jīng,stem  ,6.66,,,,,,,,,
2635,竖,shù,stand  ,6.66,,,,,,,,,
2636,枯,kū,withered  ,6.64,,,,,,,,,
2637,凰,huáng,phoenix  ,6.64,,,,,,,,,
2638,椎,zhuī,spine  ,6.64,,,,,,,,,
2639,勉,miǎn,encourage  ,6.62,,,,,,,,,
2640,燕,yān,swallow  ,6.62,,,,,,,,,
2641,嗜,shì,hobby  ,6.6,,,,,,,,,
2642,缚,fù,tie  ,6.55,,,,,,,,,
2643,挠,náo,scrape  ,6.55,,,,,,,,,
2644,嗷,áo,roar  ,6.53,,,,,,,,,
2645,崖,yá,cliff  ,6.51,,,,,,,,,
2646,瘫,tān,paralysis  ,6.51,,,,,,,,,
2647,飙,biāo,gust  ,6.51,,,,,,,,,
2648,俯,fǔ,descend  ,6.49,,,,,,,,,
2649,沫,mò,froth  ,6.49,,,,,,,,,
2650,喋,dié,talk  ,6.49,,,,,,,,,
2651,亭,tíng,pavilion  ,6.49,,,,,,,,,
2652,蒜,suàn,garlic  ,6.47,,,,,,,,,
2653,焚,wén,burn  ,6.45,,,,,,,,,
2654,烹,pēng,cook  ,6.43,,,,,,,,,
2655,骸,hái,corpse  ,6.38,,,,,,,,,
2656,磕,kē,bang  ,6.38,,,,,,,,,
2657,寇,kòu,bandit  ,6.36,,,,,,,,,
2658,庙,miào,temple  ,6.36,,,,,,,,,
2659,颇,pō,quite  ,6.34,,,,,,,,,
2660,羡,xiàn,envy  ,6.34,,,,,,,,,
2661,哮,xiāo,bark  ,6.34,,,,,,,,,
2662,髦,máo,fashionable  ,6.32,,,,,,,,,
2663,赃,zāng,stolen goods  ,6.32,,,,,,,,,
2664,腻,nì,greasy  ,6.3,,,,,,,,,
2665,渎,dú,profane  ,6.3,,,,,,,,,
2666,溢,yì,overflow  ,6.3,,,,,,,,,
2667,掠,lüè,plunder  ,6.23,,,,,,,,,
2668,陨,yǔn,fall  ,6.21,,,,,,,,,
2669,辖,xiá,control  ,6.21,,,,,,,,,
2670,肪,fáng,fat  ,6.21,,,,,,,,,
2671,渗,shèn,seep  ,6.21,,,,,,,,,
2672,嘎,gā,gag  ,6.19,,,,,,,,,
2673,椰,yē,coconut  ,6.19,,,,,,,,,
2674,栗,lì,chestnut  ,6.19,,,,,,,,,
2675,蹭,cèng,bump  ,6.17,,,,,,,,,
2676,僚,liáo,colleague  ,6.17,,,,,,,,,
2677,芳,fāng,fragrant  ,6.17,,,,,,,,,
2678,柳,liǔ,willow  ,6.15,,,,,,,,,
2679,靓,jiàng,pretty  ,6.15,,,,,,,,,
2680,攀,pān,climb  ,6.15,,,,,,,,,
2681,勿,wù,don't  ,6.13,,,,,,,,,
2682,抉,jué,select  ,6.13,,,,,,,,,
2683,吴,wú,Wu (surname)  ,6.13,,,,,,,,,
2684,叭,bā,bang  ,6.13,,,,,,,,,
2685,撬,qiào,pry  ,6.13,,,,,,,,,
2686,蚂,mǎ,ant  ,6.11,,,,,,,,,
2687,歹,dǎi,evil  ,6.11,,,,,,,,,
2688,藉,jí,borrow  ,6.11,,,,,,,,,
2689,燥,zào,dry  ,6.08,,,,,,,,,
2690,斐,fěi,artistic  ,6.08,,,,,,,,,
2691,憋,biē,restrain  ,6.08,,,,,,,,,
2692,颅,lú,cranium  ,6.08,,,,,,,,,
2693,喇,lǎ,loud  ,6.08,,,,,,,,,
2694,缴,jiǎo,pay  ,6.06,,,,,,,,,
2695,郑,zhèng,Zheng (surname)  ,6.06,,,,,,,,,
2696,吟,yín,recite  ,6.06,,,,,,,,,
2697,榴,liú,pomegranate  ,6.06,,,,,,,,,
2698,曹,cáo,Cao (surname)  ,6.06,,,,,,,,,
2699,诶,ēi,hey  ,6.04,,,,,,,,,
2700,溶,róng,dissolve  ,6.02,,,,,,,,,
2701,螂,láng,cockroach  ,6,,,,,,,,,
2702,涅,niè,nirvana  ,6,,,,,,,,,
2703,恺,kǎi,joyful  ,6,,,,,,,,,
2704,碌,lù,busy  ,6,,,,,,,,,
2705,娇,jiāo,delicate  ,6,,,,,,,,,
2706,莽,mǎng,rough  ,5.98,,,,,,,,,
2707,硕,shuò,large  ,5.98,,,,,,,,,
2708,蔓,màn,vine  ,5.96,,,,,,,,,
2709,孽,niè,sin  ,5.93,,,,,,,,,
2710,滤,lǜ,filter  ,5.93,,,,,,,,,
2711,岔,chà,fork  ,5.91,,,,,,,,,
2712,崎,qí,hilly  ,5.91,,,,,,,,,
2713,睾,gāo,testicle  ,5.91,,,,,,,,,
2714,缆,lǎn,cable  ,5.91,,,,,,,,,
2715,崭,zhǎn,new  ,5.91,,,,,,,,,
2716,栅,zhà,fence  ,5.91,,,,,,,,,
2717,践,jiàn,trample  ,5.89,,,,,,,,,
2718,蚀,shí,erode  ,5.89,,,,,,,,,
2719,诀,jué,formula  ,5.87,,,,,,,,,
2720,儒,rú,confucian  ,5.85,,,,,,,,,
2721,捧,pěng,hold  ,5.85,,,,,,,,,
2722,馨,xīn,fragrant  ,5.85,,,,,,,,,
2723,昔,xī,former  ,5.83,,,,,,,,,
2724,瑜,yú,jade  ,5.83,,,,,,,,,
2725,梨,lí,pear  ,5.81,,,,,,,,,
2726,掺,chān,mix  ,5.79,,,,,,,,,
2727,苔,tái,moss  ,5.76,,,,,,,,,
2728,苛,kē,severe  ,5.74,,,,,,,,,
2729,硫,liú,sulfur  ,5.74,,,,,,,,,
2730,凿,záo,chisel  ,5.72,,,,,,,,,
2731,飓,jù,hurricane  ,5.7,,,,,,,,,
2732,掷,zhì,throw  ,5.7,,,,,,,,,
2733,馈,kuì,gift  ,5.7,,,,,,,,,
2734,虔,qián,pious  ,5.7,,,,,,,,,
2735,栓,shuān,staple  ,5.68,,,,,,,,,
2736,钳,qián,pliers  ,5.68,,,,,,,,,
2737,刃,rèn,blade  ,5.66,,,,,,,,,
2738,咸,xián,salty  ,5.64,,,,,,,,,
2739,洙,zhū,river  ,5.59,,,,,,,,,
2740,帖,tiē,paste  ,5.59,,,,,,,,,
2741,嘟,dū,buzz  ,5.59,,,,,,,,,
2742,熔,róng,melt  ,5.57,,,,,,,,,
2743,瘟,wēn,plague  ,5.57,,,,,,,,,
2744,菇,gū,mushroom  ,5.55,,,,,,,,,
2745,晴,qíng,clear  ,5.53,,,,,,,,,
2746,於,yú,in  ,5.51,,,,,,,,,
2747,茉,mò,jasmine  ,5.47,,,,,,,,,
2748,译,yì,translate  ,5.47,,,,,,,,,
2749,侏,zhū,dwarf  ,5.47,,,,,,,,,
2750,谴,qiǎn,censure  ,5.44,,,,,,,,,
2751,汪,wāng,wang  ,5.42,,,,,,,,,
2752,褐,hè,brown  ,5.4,,,,,,,,,
2753,颂,sòng,praise  ,5.4,,,,,,,,,
2754,耿,gěng,bright  ,5.36,,,,,,,,,
2755,唾,tuò,spit  ,5.36,,,,,,,,,
2756,陀,tuó,tortoise  ,5.36,,,,,,,,,
2757,狩,shòu,hunt  ,5.34,,,,,,,,,
2758,吾,wú,I  ,5.32,,,,,,,,,
2759,宏,hóng,grand  ,5.32,,,,,,,,,
2760,菊,jú,chrysanthemum  ,5.29,,,,,,,,,
2761,靶,bǎ,target  ,5.25,,,,,,,,,
2762,痪,huàn,paralysis  ,5.25,,,,,,,,,
2763,骆,luò,camel  ,5.23,,,,,,,,,
2764,敷,fū,apply  ,5.23,,,,,,,,,
2765,渺,miǎo,faint  ,5.23,,,,,,,,,
2766,僻,pì,remote  ,5.19,,,,,,,,,
2767,榨,zhà,extract  ,5.19,,,,,,,,,
2768,聆,líng,listen  ,5.19,,,,,,,,,
2769,澄,chéng,clear  ,5.19,,,,,,,,,
2770,妍,yán,beautiful  ,5.19,,,,,,,,,
2771,伎,jì,artisan  ,5.17,,,,,,,,,
2772,嗒,tā,tock  ,5.17,,,,,,,,,
2773,嗡,wēng,buzz  ,5.12,,,,,,,,,
2774,桂,guì,osmanthus  ,5.12,,,,,,,,,
2775,扒,bā,claw  ,5.12,,,,,,,,,
2776,琐,suǒ,trivial  ,5.12,,,,,,,,,
2777,痫,xián,epilepsy  ,5.1,,,,,,,,,
2778,蘑,mó,mushroom  ,5.1,,,,,,,,,
2779,炭,tàn,charcoal  ,5.04,,,,,,,,,
2780,裕,yù,abundant  ,5.04,,,,,,,,,
2781,芽,yá,bud  ,5.02,,,,,,,,,
2782,瞪,dèng,stare  ,5.02,,,,,,,,,
2783,狭,xiá,narrow  ,5.02,,,,,,,,,
2784,涕,tì,tears  ,5,,,,,,,,,
2785,醺,xūn,drunk  ,5,,,,,,,,,
2786,拙,zhuō,clumsy  ,4.97,,,,,,,,,
2787,躬,gōng,bow  ,4.97,,,,,,,,,
2788,氯,lǜ,chlorine  ,4.97,,,,,,,,,
2789,炖,dùn,braise  ,4.97,,,,,,,,,
2790,饪,rèn,cook  ,4.95,,,,,,,,,
2791,沦,lún,fall  ,4.95,,,,,,,,,
2792,灿,càn,bright  ,4.95,,,,,,,,,
2793,谭,tán,discuss  ,4.95,,,,,,,,,
2794,昌,chāng,prosperous  ,4.95,,,,,,,,,
2795,锈,xiù,rust  ,4.93,,,,,,,,,
2796,瘸,quē,lame  ,4.93,,,,,,,,,
2797,酥,sū,finely  ,4.93,,,,,,,,,
2798,窟,kū,cave  ,4.93,,,,,,,,,
2799,蟑,zhāng,cockroach  ,4.93,,,,,,,,,
2800,扉,fēi,door  ,4.93,,,,,,,,,
2801,琢,zhuó,polish  ,4.91,,,,,,,,,
2802,羔,gāo,lamb  ,4.91,,,,,,,,,
2803,掀,xiān,lift  ,4.91,,,,,,,,,
2804,朽,xiǔ,rotten  ,4.89,,,,,,,,,
2805,缅,miǎn,burmese  ,4.89,,,,,,,,,
2806,渠,qú,channel  ,4.89,,,,,,,,,
2807,芥,jiè,mustard  ,4.85,,,,,,,,,
2808,拧,nǐng,twist  ,4.85,,,,,,,,,
2809,辙,zhé,track  ,4.82,,,,,,,,,
2810,惫,bèi,tired  ,4.8,,,,,,,,,
2811,叽,jī,chirp  ,4.78,,,,,,,,,
2812,帜,zhì,flag  ,4.78,,,,,,,,,
2813,坤,kūn,kun  ,4.76,,,,,,,,,
2814,肘,zhǒu,elbow  ,4.76,,,,,,,,,
2815,雌,cí,female  ,4.72,,,,,,,,,
2816,氢,qīng,hydrogen  ,4.7,,,,,,,,,
2817,橇,qiāo,sled  ,4.7,,,,,,,,,
2818,拣,jiǎn,pick  ,4.7,,,,,,,,,
2819,茸,róng,fuzzy  ,4.7,,,,,,,,,
2820,斩,zhǎn,decapitate  ,4.68,,,,,,,,,
2821,岳,yuè,mountain  ,4.65,,,,,,,,,
2822,乙,yǐ,second  ,4.65,,,,,,,,,
2823,拓,tuò,expand  ,4.65,,,,,,,,,
2824,缪,miù,error  ,4.63,,,,,,,,,
2825,劈,pī,split  ,4.63,,,,,,,,,
2826,侯,hóu,wait  ,4.63,,,,,,,,,
2827,杏,xìng,apricot  ,4.63,,,,,,,,,
2828,亥,hài,boar  ,4.59,,,,,,,,,
2829,吨,dūn,ton  ,4.59,,,,,,,,,
2830,孝,xiào,filial piety  ,4.59,,,,,,,,,
2831,妃,fēi,concubine  ,4.57,,,,,,,,,
2832,昭,zhāo,bright  ,4.55,,,,,,,,,
2833,吱,zhī,squeak  ,4.55,,,,,,,,,
2834,虏,lǔ,captive  ,4.55,,,,,,,,,
2835,坊,fāng,workshop  ,4.55,,,,,,,,,
2836,厘,lí,thou  ,4.53,,,,,,,,,
2837,葵,kuí,sunflower  ,4.53,,,,,,,,,
2838,跷,qiāo,stilt  ,4.53,,,,,,,,,
2839,冕,miǎn,crown  ,4.5,,,,,,,,,
2840,喀,kā,clack  ,4.46,,,,,,,,,
2841,懈,xiè,relax  ,4.46,,,,,,,,,
2842,稻,dào,rice  ,4.44,,,,,,,,,
2843,茅,má,o,4.42,,,,,,,,,
2844,蜥,xī,lizard  ,4.42,,,,,,,,,
2845,函,hán,box  ,4.4,,,,,,,,,
2846,滞,zhì,stagnate  ,4.4,,,,,,,,,
2847,渊,yuān,deep pool  ,4.38,,,,,,,,,
2848,滨,bīn,bay  ,4.38,,,,,,,,,
2849,盎,àng,overflowing  ,4.36,,,,,,,,,
2850,螃,páng,crab  ,4.36,,,,,,,,,
2851,蹄,tí,hoof  ,4.33,,,,,,,,,
2852,姥,lǎo,grandmother  ,4.31,,,,,,,,,
2853,蔑,miè,scorn  ,4.31,,,,,,,,,
2854,秽,huì,pure  ,4.31,,,,,,,,,
2855,黏,nián,sticky  ,4.29,,,,,,,,,
2856,氪,kè,krypton  ,4.29,,,,,,,,,
2857,媚,mèi,flirtatious  ,4.29,,,,,,,,,
2858,镯,zhuó,bracelet  ,4.27,,,,,,,,,
2859,钦,qīn,respect  ,4.27,,,,,,,,,
2860,蛤,há,clam  ,4.27,,,,,,,,,
2861,菠,bō,pineapple  ,4.27,,,,,,,,,
2862,郝,hǎo,hao  ,4.27,,,,,,,,,
2863,讪,shàn,slander  ,4.25,,,,,,,,,
2864,淤,yū,congestion  ,4.23,,,,,,,,,
2865,趋,qū,tend  ,4.23,,,,,,,,,
2866,唧,jī,jab  ,4.23,,,,,,,,,
2867,伺,cì,sit in wait  ,4.23,,,,,,,,,
2868,盈,yíng,full  ,4.23,,,,,,,,,
2869,辫,biàn,braid  ,4.23,,,,,,,,,
2870,沸,fèi,boil  ,4.23,,,,,,,,,
2871,柬,jiǎn,card  ,4.21,,,,,,,,,
2872,丙,bǐng,third  ,4.21,,,,,,,,,
2873,媛,yuàn,beautiful woman  ,4.21,,,,,,,,,
2874,乓,pāng,clap  ,4.21,,,,,,,,,
2875,呛,qiāng,choke  ,4.21,,,,,,,,,
2876,悚,sǒng,startled  ,4.18,,,,,,,,,
2877,贬,biǎn,devalue  ,4.18,,,,,,,,,
2878,髅,lóu,skeleton  ,4.18,,,,,,,,,
2879,骷,kū,skeleton  ,4.18,,,,,,,,,
2880,痊,quán,recover  ,4.16,,,,,,,,,
2881,嗽,sòu,cough  ,4.16,,,,,,,,,
2882,鞠,jū,fold  ,4.16,,,,,,,,,
2883,壤,rǎng,soil  ,4.14,,,,,,,,,
2884,酋,qiú,chief  ,4.14,,,,,,,,,
2885,渍,zì,stain  ,4.14,,,,,,,,,
2886,杠,gàng,bar  ,4.14,,,,,,,,,
2887,窜,cuàn,flee  ,4.12,,,,,,,,,
2888,颊,jiá,cheek  ,4.12,,,,,,,,,
2889,煞,shà,sudden  ,4.12,,,,,,,,,
2890,塘,táng,pound  ,4.12,,,,,,,,,
2891,蚊,wén,mosqui ,4.1,,,,,,,,,
2892,咻,xiū,whistle  ,4.08,,,,,,,,,
2893,芮,ruì,simple  ,4.08,,,,,,,,,
2894,寐,mèi,dream  ,4.08,,,,,,,,,
2895,骤,zhòu,sudden  ,4.08,,,,,,,,,
2896,煽,shān,fan  ,4.06,,,,,,,,,
2897,玄,xuán,profound  ,4.06,,,,,,,,,
2898,玲,líng,bell  ,4.06,,,,,,,,,
2899,礁,jiāo,reef  ,4.06,,,,,,,,,
2900,瘀,yū,bruise  ,4.06,,,,,,,,,
2901,洽,qià,discuss  ,4.03,,,,,,,,,
2902,哒,dā,click  ,4.03,,,,,,,,,
2903,遂,suì,comply  ,4.03,,,,,,,,,
2904,闸,zhà,gate  ,4.03,,,,,,,,,
2905,啃,kěn,gnaw  ,4.01,,,,,,,,,
2906,颖,yǐng,ear of grain  ,4.01,,,,,,,,,
2907,猿,yuán,monkey  ,4.01,,,,,,,,,
2908,俏,qiào,pretty  ,4.01,,,,,,,,,
2909,绸,chóu,silk  ,3.99,,,,,,,,,
2910,拴,shuān,tie  ,3.99,,,,,,,,,
2911,厮,sī,fight  ,3.99,,,,,,,,,
2912,霹,pī,lightning  ,3.99,,,,,,,,,
2913,瑕,xiá,defect  ,3.99,,,,,,,,,
2914,锚,máo,anchor  ,3.99,,,,,,,,,
2915,哔,bì,beep  ,3.95,,,,,,,,,
2916,坝,bà,dam  ,3.95,,,,,,,,,
2917,揪,jiū,pinch  ,3.95,,,,,,,,,
2918,阀,fá,valve  ,3.93,,,,,,,,,
2919,咎,jiù,blame  ,3.93,,,,,,,,,
2920,雳,lì,thunder  ,3.93,,,,,,,,,
2921,铸,zhù,cast  ,3.93,,,,,,,,,
2922,煌,huáng,bright  ,3.91,,,,,,,,,
2923,魁,kuí,leader  ,3.91,,,,,,,,,
2924,圭,guī,tablet  ,3.91,,,,,,,,,
2925,蹩,biē,sprain  ,3.89,,,,,,,,,
2926,蜴,yì,lizard  ,3.89,,,,,,,,,
2927,舵,duò,rudder  ,3.89,,,,,,,,,
2928,衅,xìn,rift  ,3.86,,,,,,,,,
2929,甥,shēng,son of sister  ,3.86,,,,,,,,,
2930,怯,qiè,cowardly  ,3.86,,,,,,,,,
2931,虱,shī,louse  ,3.86,,,,,,,,,
2932,挟,xié,carry  ,3.86,,,,,,,,,
2933,苟,gǒu,carelessly  ,3.84,,,,,,,,,
2934,侈,chǐ,luxurious  ,3.82,,,,,,,,,
2935,迄,qì,up  ,3.82,,,,,,,,,
2936,谤,bàng,slander  ,3.82,,,,,,,,,
2937,惭,cán,shame  ,3.8,,,,,,,,,
2938,噬,shì,bite  ,3.8,,,,,,,,,
2939,溯,sù,trace back  ,3.78,,,,,,,,,
2940,啪,pā,clap  ,3.78,,,,,,,,,
2941,碾,niǎn,grind  ,3.78,,,,,,,,,
2942,觅,mì,seek  ,3.78,,,,,,,,,
2943,咧,liě,open wide  ,3.76,,,,,,,,,
2944,糙,cāo,coarse  ,3.76,,,,,,,,,
2945,绣,xiù,embroidery  ,3.76,,,,,,,,,
2946,遛,liū,stroll  ,3.76,,,,,,,,,
2947,殡,bìn,bury  ,3.76,,,,,,,,,
2948,魄,pò,soul  ,3.76,,,,,,,,,
2949,犀,xī,rhinoceros  ,3.74,,,,,,,,,
2950,嗝,gé,burp  ,3.71,,,,,,,,,
2951,坨,tuó,chunk  ,3.71,,,,,,,,,
2952,窄,zhǎi,narrow  ,3.69,,,,,,,,,
2953,堤,dī,dike  ,3.69,,,,,,,,,
2954,酮,tóng,ketone  ,3.69,,,,,,,,,
2955,墟,xū,village  ,3.67,,,,,,,,,
2956,甸,diān,plain  ,3.67,,,,,,,,,
2957,眩,xuàn,dizzy  ,3.67,,,,,,,,,
2958,惶,huáng,anxious  ,3.67,,,,,,,,,
2959,扼,è,grip  ,3.67,,,,,,,,,
2960,睫,jié,eyelash  ,3.67,,,,,,,,,
2961,焊,hàn,weld  ,3.65,,,,,,,,,
2962,硝,xiāo,nitrate  ,3.65,,,,,,,,,
2963,窖,jiào,cellar  ,3.65,,,,,,,,,
2964,泌,bì,secrete  ,3.65,,,,,,,,,
2965,簧,huáng,spring  ,3.65,,,,,,,,,
2966,卒,zú,soldier  ,3.65,,,,,,,,,
2967,粥,zhōu,congee  ,3.65,,,,,,,,,
2968,濒,bīn,border  ,3.63,,,,,,,,,
2969,脐,qí,navel  ,3.63,,,,,,,,,
2970,寝,qǐn,sleep  ,3.63,,,,,,,,,
2971,碱,jiǎn,alkali  ,3.63,,,,,,,,,
2972,拭,shì,wipe  ,3.63,,,,,,,,,
2973,胰,yí,pancreas  ,3.63,,,,,,,,,
2974,旷,kuàng,barren  ,3.61,,,,,,,,,
2975,梵,fàn,Buddhism  ,3.61,,,,,,,,,
2976,鼎,dǐng,tripod  ,3.61,,,,,,,,,
2977,伶,lí,clever  ,3.61,,,,,,,,,
2978,岂,qǐ,how  ,3.61,,,,,,,,,
2979,翩,piān,flutter  ,3.59,,,,,,,,,
2980,隙,xì,gap  ,3.59,,,,,,,,,
2981,韧,rèn,flexible  ,3.59,,,,,,,,,
2982,甫,fǔ,begin  ,3.59,,,,,,,,,
2983,痹,bì,numbness  ,3.59,,,,,,,,,
2984,鹤,hè,crane  ,3.57,,,,,,,,,
2985,衍,yǎn,extend  ,3.57,,,,,,,,,
2986,彭,péng,peng  ,3.57,,,,,,,,,
2987,瀑,pù,waterfall  ,3.57,,,,,,,,,
2988,噜,lū,chatter  ,3.57,,,,,,,,,
2989,焉,yān,yonder  ,3.57,,,,,,,,,
2990,拢,lǒng,gather  ,3.57,,,,,,,,,
2991,诽,fěi,slander  ,3.54,,,,,,,,,
2992,胺,ān,amine  ,3.54,,,,,,,,,
2993,萎,wěi,wilt  ,3.54,,,,,,,,,
2994,桔,jú,orange  ,3.52,,,,,,,,,
2995,羁,jī,restrain  ,3.52,,,,,,,,,
2996,萧,xiāo,breeze  ,3.52,,,,,,,,,
2997,瓣,bàn,petals  ,3.52,,,,,,,,,
2998,肛,gāng,rectum  ,3.52,,,,,,,,,
2999,泵,bèng,pump  ,3.52,,,,,,,,,
3000,栖,qī,nest  ,3.5,,,,,,,,,
3001,痉,jìng,spasm  ,3.5,,,,,,,,,
3002,灼,zhuó,burn  ,3.5,,,,,,,,,
3003,挛,luán,spasm  ,3.5,,,,,,,,,
