Number,Character,Pinyin,English,CHR/million,Known,,,,,,,,
3004,疮,chuāng,wound  ,3.48,,,,,,,,,
3005,卿,qīng,you  ,3.48,,,,,,,,,
3006,搂,lǒu,hug  ,3.46,,,,,,,,,
3007,浏,liú,flow  ,3.46,,,,,,,,,
3008,铛,dāng,clang  ,3.46,,,,,,,,,
3009,娩,wǎn,give birth  ,3.44,,,,,,,,,
3010,薰,xūn,smell  ,3.44,,,,,,,,,
3011,恙,yàng,sickness  ,3.44,,,,,,,,,
3012,捍,hàn,defend  ,3.44,,,,,,,,,
3013,枉,wǎng,bend  ,3.42,,,,,,,,,
3014,袱,fú,bundle  ,3.42,,,,,,,,,
3015,痘,dòu,pox  ,3.42,,,,,,,,,
3016,荧,yíng,fluorescent  ,3.42,,,,,,,,,
3017,扛,káng,carry  ,3.39,,,,,,,,,
3018,徘,pái,pace  ,3.39,,,,,,,,,
3019,诫,jiè,admonish  ,3.39,,,,,,,,,
3020,徊,huái,linger  ,3.39,,,,,,,,,
3021,婉,wǎn,graceful  ,3.39,,,,,,,,,
3022,匈,xiōng,bursting  ,3.39,,,,,,,,,
3023,腌,yān,pickle  ,3.39,,,,,,,,,
3024,膨,péng,swell  ,3.39,,,,,,,,,
3025,玷,diàn,stain  ,3.37,,,,,,,,,
3026,诵,sòng,recite  ,3.37,,,,,,,,,
3027,箫,xiāo,flute  ,3.37,,,,,,,,,
3028,绯,fēi,pink  ,3.37,,,,,,,,,
3029,掰,bā,break  ,3.37,,,,,,,,,
3030,揉,róu,knead  ,3.35,,,,,,,,,
3031,嵌,qiàn,embed  ,3.35,,,,,,,,,
3032,乒,pīng,bang  ,3.35,,,,,,,,,
3033,苯,běn,benzene  ,3.33,,,,,,,,,
3034,惺,xīng,awake  ,3.33,,,,,,,,,
3035,瘩,dá,cyst  ,3.31,,,,,,,,,
3036,涵,hán,contain  ,3.31,,,,,,,,,
3037,滔,tāo,flood  ,3.31,,,,,,,,,
3038,诠,quán,explain  ,3.31,,,,,,,,,
3039,疙,gē,bump  ,3.31,,,,,,,,,
3040,寨,zhài,fort  ,3.29,,,,,,,,,
3041,唆,suō,instigate  ,3.29,,,,,,,,,
3042,矫,jiǎo,correct  ,3.29,,,,,,,,,
3043,嚣,xiāo,noisy  ,3.27,,,,,,,,,
3044,猥,wěi,lewd  ,3.27,,,,,,,,,
3045,裘,qiú,fur  ,3.27,,,,,,,,,
3046,嘀,dī,beep  ,3.27,,,,,,,,,
3047,僧,sēng,monk  ,3.27,,,,,,,,,
3048,炳,bǐng,bright  ,3.25,,,,,,,,,
3049,擒,qín,capture  ,3.25,,,,,,,,,
3050,咚,dōng,bang  ,3.25,,,,,,,,,
3051,烁,shuò,shine  ,3.22,,,,,,,,,
3052,氨,ān,ammonia  ,3.22,,,,,,,,,
3053,嘣,bēng,bang  ,3.2,,,,,,,,,
3054,凹,āo,dent,3.2,,,,,,,,,
3055,桨,jiǎng,oar  ,3.2,,,,,,,,,
3056,吁,xū,exhale  ,3.2,,,,,,,,,
3057,踹,chuài,kick  ,3.2,,,,,,,,,
3058,沛,pèi,abundant  ,3.18,,,,,,,,,
3059,竿,gān,pole  ,3.18,,,,,,,,,
3060,涡,wō,eddy  ,3.18,,,,,,,,,
3061,熨,yùn,iron  ,3.16,,,,,,,,,
3062,捎,shāo,bring  ,3.16,,,,,,,,,
3063,鲑,guī,salmon  ,3.16,,,,,,,,,
3064,拱,gǒng,arch  ,3.16,,,,,,,,,
3065,畸,jī,abnormal  ,3.14,,,,,,,,,
3066,盹,dǔ,nap  ,3.14,,,,,,,,,
3067,晤,wù,meet  ,3.14,,,,,,,,,
3068,夥,huǒ,group  ,3.12,,,,,,,,,
3069,骇,hài,frighten  ,3.1,,,,,,,,,
3070,薛,xuē,surname  ,3.1,,,,,,,,,
3071,铉,xuán,string  ,3.1,,,,,,,,,
3072,淌,tǎng,flow  ,3.1,,,,,,,,,
3073,咦,yí,express surprise  ,3.1,,,,,,,,,
3074,筛,shāi,sift  ,3.07,,,,,,,,,
3075,姊,zǐ,sister  ,3.07,,,,,,,,,
3076,磺,huáng,sulfur  ,3.07,,,,,,,,,
3077,亩,mǔ,mu  ,3.07,,,,,,,,,
3078,揽,lǎn,gather  ,3.07,,,,,,,,,
3079,烊,yáng,melt  ,3.05,,,,,,,,,
3080,肇,zhào,initiate  ,3.05,,,,,,,,,
3081,舷,xián,sailing  ,3.05,,,,,,,,,
3082,芦,lú,reed  ,3.05,,,,,,,,,
3083,攒,zhuān,save  ,3.05,,,,,,,,,
3084,糗,qiǔ,embarrassing  ,3.05,,,,,,,,,
3085,昵,nì,intimate  ,3.03,,,,,,,,,
3086,毅,yì,determined  ,3.03,,,,,,,,,
3087,泻,xiè,pour  ,3.03,,,,,,,,,
3088,茬,chá,stubble  ,3.03,,,,,,,,,
3089,痣,zhì,mole  ,3.03,,,,,,,,,
3090,厩,jiù,stable  ,3.03,,,,,,,,,
3091,禅,chán,buddhism  ,3.01,,,,,,,,,
3092,砂,shā,sand  ,3.01,,,,,,,,,
3093,岌,jí,steep  ,2.99,,,,,,,,,
3094,勘,kān,inspect  ,2.99,,,,,,,,,
3095,耸,sǒng,tower  ,2.99,,,,,,,,,
3096,紊,wěn,disorder  ,2.97,,,,,,,,,
3097,宛,wǎn,be like  ,2.95,,,,,,,,,
3098,尹,yǐn,surname  ,2.95,,,,,,,,,
3099,夭,yāo,die young  ,2.95,,,,,,,,,
3100,眷,juàn,be fond of  ,2.95,,,,,,,,,
3101,呻,shēn,moan  ,2.95,,,,,,,,,
3102,酶,méi,enzyme  ,2.95,,,,,,,,,
3103,绽,zhàn,burst  ,2.95,,,,,,,,,
3104,氮,dàn,nitrogen  ,2.95,,,,,,,,,
3105,篱,lí,fence  ,2.95,,,,,,,,,
3106,枫,fēng,maple  ,2.92,,,,,,,,,
3107,烬,jìn,ember  ,2.92,,,,,,,,,
3108,烷,wán,aliphatic hydrocarbon  ,2.92,,,,,,,,,
3109,镶,xiāng,inlay  ,2.92,,,,,,,,,
3110,沐,mù,bathe  ,2.9,,,,,,,,,
3111,蔼,ǎi,kind  ,2.9,,,,,,,,,
3112,噎,yē,choke  ,2.9,,,,,,,,,
3113,跆,tái,taekwondo  ,2.9,,,,,,,,,
3114,喳,zhā,chirp  ,2.88,,,,,,,,,
3115,阉,yān,castrate  ,2.88,,,,,,,,,
3116,魏,wèi,surname  ,2.88,,,,,,,,,
3117,藻,zǎo,alga  ,2.88,,,,,,,,,
3118,盏,zhǎn,cup  ,2.88,,,,,,,,,
3119,哗,huā,clamor  ,2.88,,,,,,,,,
3120,殉,xùn,die with  ,2.86,,,,,,,,,
3121,柿,shì,persimmon  ,2.86,,,,,,,,,
3122,咆,páo,roar  ,2.86,,,,,,,,,
3123,脓,nóng,pus  ,2.86,,,,,,,,,
3124,娥,é,beautiful woman  ,2.84,,,,,,,,,
3125,彗,huì,comet  ,2.84,,,,,,,,,
3126,奄,yǎn,envelop  ,2.84,,,,,,,,,
3127,丐,gài,beg  ,2.84,,,,,,,,,
3128,嚏,tì,sneeze  ,2.84,,,,,,,,,
3129,毋,wú,not  ,2.84,,,,,,,,,
3130,咔,kā,click  ,2.82,,,,,,,,,
3131,迦,jiā,sanskrit  ,2.82,,,,,,,,,
3132,傍,bàng,lean against  ,2.82,,,,,,,,,
3133,藐,miǎo,scorn  ,2.82,,,,,,,,,
3134,鹦,yīng,parrot  ,2.82,,,,,,,,,
3135,侬,nóng,dialect of you  ,2.82,,,,,,,,,
3136,裴,péi,surname  ,2.82,,,,,,,,,
3137,彬,bīn,refined  ,2.82,,,,,,,,,
3138,鹉,wǔ,parakeet  ,2.8,,,,,,,,,
3139,蹊,qī,path  ,2.8,,,,,,,,,
3140,蝎,xiē,scorpion  ,2.8,,,,,,,,,
3141,裆,dāng,crotch  ,2.8,,,,,,,,,
3142,匕,bǐ,dagger  ,2.8,,,,,,,,,
3143,篝,gōu,bonfire  ,2.78,,,,,,,,,
3144,闺,guī,inner room  ,2.78,,,,,,,,,
3145,疵,cī,defect  ,2.78,,,,,,,,,
3146,诬,wū,accuse falsely  ,2.78,,,,,,,,,
3147,纬,wěi,latitude  ,2.78,,,,,,,,,
3148,冯,féng,surname  ,2.75,,,,,,,,,
3149,嚎,háo,howl  ,2.75,,,,,,,,,
3150,暇,xiá,free time  ,2.75,,,,,,,,,
3151,孬,nāo,bad  ,2.75,,,,,,,,,
3152,喵,miāo,meow  ,2.75,,,,,,,,,
3153,浣,huàn,wash  ,2.73,,,,,,,,,
3154,惟,wéi,only  ,2.73,,,,,,,,,
3155,陵,líng,tomb  ,2.73,,,,,,,,,
3156,腓,féi,fibula  ,2.73,,,,,,,,,
3157,蚤,zǎo,flea  ,2.73,,,,,,,,,
3158,赵,zhào,surname  ,2.71,,,,,,,,,
3159,驭,yù,harness  ,2.71,,,,,,,,,
3160,侥,jiǎo,take a chance  ,2.69,,,,,,,,,
3161,巅,diān,summit  ,2.67,,,,,,,,,
3162,婿,xù,son-in-law  ,2.67,,,,,,,,,
3163,咏,yǒng,chant  ,2.67,,,,,,,,,
3164,褪,tuì,fade  ,2.67,,,,,,,,,
3165,俺,ǎn,I  ,2.67,,,,,,,,,
3166,涩,sè,astringent  ,2.65,,,,,,,,,
3167,喱,lī,sweet voice  ,2.65,,,,,,,,,
3168,嗦,suō,suck  ,2.63,,,,,,,,,
3169,矢,shǐ,arrow  ,2.63,,,,,,,,,
3170,撮,cuō,pinch  ,2.6,,,,,,,,,
3171,铎,duó,bell  ,2.6,,,,,,,,,
3172,埔,pǔ,pedestal  ,2.6,,,,,,,,,
3173,惦,diàn,think of  ,2.6,,,,,,,,,
3174,硅,guī,silicon  ,2.6,,,,,,,,,
3175,迭,dié,alternate  ,2.58,,,,,,,,,
3176,骰,shǎi,dice  ,2.58,,,,,,,,,
3177,瞳,tóng,pupil  ,2.58,,,,,,,,,
3178,凄,qī,sorrowful  ,2.58,,,,,,,,,
3179,铝,lǚ,aluminum  ,2.58,,,,,,,,,
3180,淆,xiáo,mix  ,2.56,,,,,,,,,
3181,牡,mǔ,male  ,2.56,,,,,,,,,
3182,疱,pào,blast  ,2.56,,,,,,,,,
3183,瘪,biě,deflate  ,2.54,,,,,,,,,
3184,赡,shàn,support  ,2.54,,,,,,,,,
3185,睬,cǎi,regard  ,2.54,,,,,,,,,
3186,啼,tí,cry  ,2.54,,,,,,,,,
3187,骼,gé,bone  ,2.52,,,,,,,,,
3188,阑,lán,railing  ,2.52,,,,,,,,,
3189,攸,yōu,be concerned  ,2.52,,,,,,,,,
3190,茂,mào,luxuriant  ,2.52,,,,,,,,,
3191,钠,nà,sodium  ,2.52,,,,,,,,,
3192,饲,sì,feed  ,2.52,,,,,,,,,
3193,搐,chù,twitch  ,2.52,,,,,,,,,
3194,郭,guō,surname  ,2.5,,,,,,,,,
3195,烙,là,brand  ,2.5,,,,,,,,,
3196,褶,zhě,pleat  ,2.5,,,,,,,,,
3197,睦,mù,be harmonious  ,2.5,,,,,,,,,
3198,瞩,zhǔ,gaze  ,2.5,,,,,,,,,
3199,姗,shān,be slow  ,2.5,,,,,,,,,
3200,淳,chún,pure  ,2.48,,,,,,,,,
3201,谕,yù,inform  ,2.48,,,,,,,,,
3202,蔡,cài,surname  ,2.48,,,,,,,,,
3203,枢,shū,pivot  ,2.48,,,,,,,,,
3204,仲,zhòng,zhong  ,2.48,,,,,,,,,
3205,峻,jùn,steep  ,2.46,,,,,,,,,
3206,絮,xù,cotton  ,2.46,,,,,,,,,
3207,耕,gēng,plow  ,2.46,,,,,,,,,
3208,疽,jū,ulcerate  ,2.46,,,,,,,,,
3209,茵,yīn,mattress  ,2.46,,,,,,,,,
3210,孵,fū,hatch  ,2.43,,,,,,,,,
3211,茧,jiǎn,cocoon  ,2.43,,,,,,,,,
3212,吝,lìn,be stingy  ,2.43,,,,,,,,,
3213,瞌,kē,doze  ,2.43,,,,,,,,,
3214,殃,yāng,disaster  ,2.43,,,,,,,,,
3215,阪,bǎn,slope  ,2.43,,,,,,,,,
3216,旱,hàn,dry  ,2.43,,,,,,,,,
3217,徐,xú,gradually  ,2.41,,,,,,,,,
3218,钙,gài,calcium  ,2.41,,,,,,,,,
3219,檐,yán,eaves  ,2.41,,,,,,,,,
3220,揣,chuāi,conjecture  ,2.41,,,,,,,,,
3221,吠,fèi,bark  ,2.41,,,,,,,,,
3222,辰,chén,day of the dragon  ,2.39,,,,,,,,,
3223,敛,liǎn,close  ,2.39,,,,,,,,,
3224,貂,diāo,mink  ,2.39,,,,,,,,,
3225,纲,gāng,thong  ,2.39,,,,,,,,,
3226,墩,dūn,mound  ,2.39,,,,,,,,,
3227,嘶,sī,neigh  ,2.39,,,,,,,,,
3228,雏,chú,chick  ,2.37,,,,,,,,,
3229,株,zhū,stem  ,2.37,,,,,,,,,
3230,羹,gēng,soup  ,2.37,,,,,,,,,
3231,剁,duò,chop  ,2.37,,,,,,,,,
3232,囱,cōng,chimney  ,2.37,,,,,,,,,
3233,娼,chāng,prostitute  ,2.35,,,,,,,,,
3234,儡,lěi,puppet  ,2.35,,,,,,,,,
3235,邸,dǐ,mansion  ,2.35,,,,,,,,,
3236,漱,shù,rinse  ,2.35,,,,,,,,,
3237,惰,duò,lazy  ,2.35,,,,,,,,,
3238,喧,xuān,make noise  ,2.35,,,,,,,,,
3239,傀,guī,puppet  ,2.35,,,,,,,,,
3240,帚,zhǒu,broom  ,2.35,,,,,,,,,
3241,撰,zhuàn,compile  ,2.35,,,,,,,,,
3242,倡,chàng,propose  ,2.33,,,,,,,,,
3243,凸,tū,bulge  ,2.33,,,,,,,,,
3244,辟,bì,open up  ,2.33,,,,,,,,,
3245,懊,ào,regret  ,2.31,,,,,,,,,
3246,笆,bā,bamboo fence  ,2.31,,,,,,,,,
3247,廓,kuò,border  ,2.31,,,,,,,,,
3248,痞,pǐ,rogue  ,2.31,,,,,,,,,
3249,狒,fèi,baboon  ,2.28,,,,,,,,,
3250,袒,tǎn,bare  ,2.28,,,,,,,,,
3251,甭,bèng,don't need  ,2.28,,,,,,,,,
3252,稼,jià,harvest  ,2.28,,,,,,,,,
3253,涛,tāo,waves  ,2.28,,,,,,,,,
3254,媳,xí,daughter-in-law  ,2.28,,,,,,,,,
3255,鸥,ōu,seagull  ,2.28,,,,,,,,,
3256,旭,xù,sunrise  ,2.28,,,,,,,,,
3257,彰,zhāng,make clear  ,2.28,,,,,,,,,
3258,乾,qián,dry  ,2.26,,,,,,,,,
3259,嫂,sǎo,sister-in-law  ,2.26,,,,,,,,,
3260,颚,è,jaw  ,2.26,,,,,,,,,
3261,筝,zhēng,zheng  ,2.24,,,,,,,,,
3262,嫖,piáo,solicit  ,2.24,,,,,,,,,
3263,蹋,tà,step  ,2.24,,,,,,,,,
3264,拂,fú,brush  ,2.22,,,,,,,,,
3265,呱,guā,croak  ,2.22,,,,,,,,,
3266,菈,lā,dahlia  ,2.22,,,,,,,,,
3267,豌,wān,pea  ,2.22,,,,,,,,,
3268,菩,pú,bodhi  ,2.22,,,,,,,,,
3269,岭,lǐng,ridge  ,2.22,,,,,,,,,
3270,忒,tè,be excessively  ,2.2,,,,,,,,,
3271,啧,zé,click the tongue  ,2.2,,,,,,,,,
3272,萤,yíng,firefly  ,2.2,,,,,,,,,
3273,讣,fù,obituary  ,2.2,,,,,,,,,
3274,枭,xiāo,owl  ,2.18,,,,,,,,,
3275,窘,jiǒng,be embarrassed  ,2.16,,,,,,,,,
3276,梗,gěng,stem  ,2.16,,,,,,,,,
3277,濑,lài,rapid  ,2.16,,,,,,,,,
3278,吮,shǔn,suck  ,2.16,,,,,,,,,
3279,鼾,hān,snore  ,2.13,,,,,,,,,
3280,玺,xǐ,imperial seal  ,2.13,,,,,,,,,
3281,幌,huǎng,awning  ,2.13,,,,,,,,,
3282,怡,yí,happy  ,2.13,,,,,,,,,
3283,汝,rǔ,you  ,2.13,,,,,,,,,
3284,愣,lèng,be stunned  ,2.13,,,,,,,,,
3285,胚,pēi,embryo  ,2.11,,,,,,,,,
3286,逾,yú,exceed  ,2.11,,,,,,,,,
3287,搓,cuō,roll  ,2.11,,,,,,,,,
3288,蹬,dēng,step on  ,2.11,,,,,,,,,
3289,噗,pū,puff  ,2.11,,,,,,,,,
3290,屿,yǔ,island  ,2.11,,,,,,,,,
3291,赘,zhuì,add on  ,2.09,,,,,,,,,
3292,篡,cuàn,usurp  ,2.09,,,,,,,,,
3293,霄,xiāo,sky  ,2.09,,,,,,,,,
3294,缇,tí,pink  ,2.09,,,,,,,,,
3295,赝,yàn,fake  ,2.09,,,,,,,,,
3296,梢,shāo,twig  ,2.09,,,,,,,,,
3297,萃,cuì,gather  ,2.09,,,,,,,,,
3298,骡,luó,mule  ,2.07,,,,,,,,,
3299,阐,chǎn,explain  ,2.07,,,,,,,,,
3300,晾,liàng,air  ,2.07,,,,,,,,,
3301,邋,lā,be sloppy  ,2.07,,,,,,,,,
3302,靡,mǐ,languish  ,2.07,,,,,,,,,
3303,谚,yàn,proverb  ,2.07,,,,,,,,,
3304,痰,tán,phlegm  ,2.05,,,,,,,,,
3305,叼,diāo,hold in the mouth  ,2.05,,,,,,,,,
3306,獭,tǎ,otter  ,2.05,,,,,,,,,
3307,捂,wǔ,cover  ,2.05,,,,,,,,,
3308,弧,hú,arc  ,2.05,,,,,,,,,
3309,龌,wò,be dirty  ,2.05,,,,,,,,,
3310,鞍,ān,saddle  ,2.05,,,,,,,,,
3311,龊,zhuó,be filthy  ,2.03,,,,,,,,,
3312,馊,sōu,go bad  ,2.03,,,,,,,,,
3313,迢,tiáo,distant  ,2.03,,,,,,,,,
3314,锥,zhuī,cone  ,2.03,,,,,,,,,
3315,驹,jū,foal  ,2.03,,,,,,,,,
3316,呸,pēi,spit  ,2.03,,,,,,,,,
3317,恍,huǎng,be dazed  ,2.03,,,,,,,,,
3318,箍,gū,bind  ,2.01,,,,,,,,,
3319,潭,tán,pool  ,2.01,,,,,,,,,
3320,遢,tā,be sluggish  ,2.01,,,,,,,,,
3321,苑,yuàn,garden  ,2.01,,,,,,,,,
3322,啬,sè,be stingy  ,2.01,,,,,,,,,
3323,筐,kuāng,basket  ,1.99,,,,,,,,,
3324,琦,qí,unique  ,1.99,,,,,,,,,
3325,脯,pú,dried meat  ,1.99,,,,,,,,,
3326,奕,yì,play chess  ,1.99,,,,,,,,,
3327,釜,fǔ,wok  ,1.99,,,,,,,,,
3328,屡,lǚ,often  ,1.99,,,,,,,,,
3329,哺,bǔ,feed  ,1.96,,,,,,,,,
3330,撂,liù,leave behind  ,1.96,,,,,,,,,
3331,筷,kuài,chopsticks  ,1.96,,,,,,,,,
3332,刨,páo,plane  ,1.96,,,,,,,,,
3333,荫,yīn,shade  ,1.94,,,,,,,,,
3334,剽,piāo,snatch  ,1.94,,,,,,,,,
3335,跋,bá,tread  ,1.94,,,,,,,,,
3336,潇,xiāo,rippling  ,1.94,,,,,,,,,
3337,嘭,pēng,bang  ,1.94,,,,,,,,,
3338,匀,yún,be even  ,1.94,,,,,,,,,
3339,睿,ruì,shrewd  ,1.94,,,,,,,,,
3340,嚓,cā,crack  ,1.94,,,,,,,,,
3341,酯,zhǐ,ester  ,1.92,,,,,,,,,
3342,诋,dǐ,slander  ,1.92,,,,,,,,,
3343,讳,huì,avoid  ,1.92,,,,,,,,,
3344,饺,jiǎo,dumpling  ,1.92,,,,,,,,,
3345,蛎,lì,oyster  ,1.92,,,,,,,,,
3346,楠,nán,cypress  ,1.92,,,,,,,,,
3347,谛,dì,discern  ,1.9,,,,,,,,,
3348,烩,huì,stew  ,1.9,,,,,,,,,
3349,咄,duō,scold  ,1.9,,,,,,,,,
3350,瑚,hú,coral  ,1.9,,,,,,,,,
3351,吭,kāng,cough  ,1.9,,,,,,,,,
3352,娟,juān,be graceful  ,1.9,,,,,,,,,
3353,鼬,yòu,weasel  ,1.9,,,,,,,,,
3354,萌,méng,sprout  ,1.88,,,,,,,,,
3355,磷,lín,phosphorus  ,1.88,,,,,,,,,
3356,羚,líng,antelope  ,1.88,,,,,,,,,
3357,蛭,zhì,leech  ,1.86,,,,,,,,,
3358,拎,līn,lift  ,1.86,,,,,,,,,
3359,镳,biāo,bridle  ,1.86,,,,,,,,,
3360,孀,shuāng,widow  ,1.86,,,,,,,,,
3361,瞥,piē,glance  ,1.86,,,,,,,,,
3362,抒,shū,express  ,1.86,,,,,,,,,
3363,彪,biāo,tiger  ,1.84,,,,,,,,,
3364,壕,háo,moat  ,1.84,,,,,,,,,
3365,蒲,pú,cattail  ,1.84,,,,,,,,,
3366,蛆,qū,maggot  ,1.84,,,,,,,,,
3367,佼,jiǎo,be good-looking  ,1.84,,,,,,,,,
3368,萦,yíng,linger  ,1.84,,,,,,,,,
3369,咀,zuǐ,chew  ,1.81,,,,,,,,,
3370,簸,bǒ,toss  ,1.81,,,,,,,,,
3371,倚,yǐ,lean  ,1.81,,,,,,,,,
3372,珉,mín,jade  ,1.81,,,,,,,,,
3373,腋,yè,armpit  ,1.81,,,,,,,,,
3374,臼,jiù,mortar  ,1.81,,,,,,,,,
3375,氰,qíng,cyanide  ,1.79,,,,,,,,,
3376,啄,zhuó,peck  ,1.79,,,,,,,,,
3377,汹,xiōng,surge  ,1.79,,,,,,,,,
3378,朔,shuò,new moon  ,1.79,,,,,,,,,
3379,倩,qiàn,beautiful  ,1.77,,,,,,,,,
3380,叁,sān,three  ,1.77,,,,,,,,,
3381,炯,jiǒng,bright  ,1.77,,,,,,,,,
3382,滕,téng,surge  ,1.77,,,,,,,,,
3383,钚,bù,plutonium  ,1.77,,,,,,,,,
3384,暧,ài,dim  ,1.77,,,,,,,,,
3385,晦,huì,gloomy  ,1.77,,,,,,,,,
3386,灸,jiǔ,cauterize  ,1.77,,,,,,,,,
3387,婷,tíng,graceful  ,1.77,,,,,,,,,
3388,珈,jiā,jewelry  ,1.77,,,,,,,,,
3389,缀,zhuì,string  ,1.77,,,,,,,,,
3390,兢,jīng,cautious  ,1.75,,,,,,,,,
3391,擂,léi,beat  ,1.75,,,,,,,,,
3392,坍,tān,collapse  ,1.75,,,,,,,,,
3393,円,yuán,circle  ,1.75,,,,,,,,,
3394,掂,diān,weigh  ,1.75,,,,,,,,,
3395,疡,yáng,ulcer  ,1.75,,,,,,,,,
3396,鼹,yǎn,mole  ,1.75,,,,,,,,,
3397,蟆,tá,toad  ,1.75,,,,,,,,,
3398,惬,qiè,be satisfied  ,1.73,,,,,,,,,
3399,蜗,wō,snail  ,1.73,,,,,,,,,
3400,畔,pàn,bank  ,1.73,,,,,,,,,
3401,蓓,bèi,bud  ,1.73,,,,,,,,,
3402,纺,fǎng,spin  ,1.73,,,,,,,,,
3403,刽,guì,executioner  ,1.73,,,,,,,,,
3404,湛,zhàn,be deep  ,1.71,,,,,,,,,
3405,玑,jī,jade  ,1.71,,,,,,,,,
3406,跛,bo,lame  ,1.71,,,,,,,,,
3407,峙,zhì,stand firm  ,1.71,,,,,,,,,
3408,扪,mén,feel  ,1.71,,,,,,,,,
3409,笠,lì,conical hat  ,1.71,,,,,,,,,
3410,乍,zhà,suddenly  ,1.71,,,,,,,,,
3411,氟,fú,fluorine  ,1.71,,,,,,,,,
3412,芋,yù,taro  ,1.69,,,,,,,,,
3413,沌,dùn,dull  ,1.69,,,,,,,,,
3414,辗,zhǎn,roll  ,1.69,,,,,,,,,
3415,倔,jué,be stubborn  ,1.69,,,,,,,,,
3416,炙,zhì,roast  ,1.69,,,,,,,,,
3417,飚,biāo,speed  ,1.67,,,,,,,,,
3418,澈,chè,clear  ,1.67,,,,,,,,,
3419,斋,zhāi,fast  ,1.67,,,,,,,,,
3420,霓,ní,rainbow  ,1.67,,,,,,,,,
3421,绢,juàn,silk  ,1.67,,,,,,,,,
3422,抠,kōu,dig  ,1.64,,,,,,,,,
3423,呣,nǐ,hum  ,1.64,,,,,,,,,
3424,筏,fá,raft  ,1.64,,,,,,,,,
3425,渥,wò,wet  ,1.64,,,,,,,,,
3426,酊,dǐng,tincture  ,1.64,,,,,,,,,
3427,崛,jué,rise abruptly  ,1.64,,,,,,,,,
3428,钛,tài,titanium  ,1.64,,,,,,,,,
3429,刁,diāo,crafty  ,1.64,,,,,,,,,
3430,辍,chuò,stop  ,1.64,,,,,,,,,
3431,厥,jué,bend down  ,1.62,,,,,,,,,
3432,匣,xiá,box  ,1.62,,,,,,,,,
3433,棱,léng,ridge  ,1.62,,,,,,,,,
3434,啸,xiào,howl  ,1.62,,,,,,,,,
3435,腮,sāi,jaw  ,1.62,,,,,,,,,
3436,缄,jiān,seal  ,1.62,,,,,,,,,
3437,弼,bì,assist  ,1.6,,,,,,,,,
3438,贮,zhù,store  ,1.6,,,,,,,,,
3439,汞,gǒng,mercury  ,1.6,,,,,,,,,
3440,涮,shuàn,swish  ,1.6,,,,,,,,,
3441,蹂,róu,trample  ,1.6,,,,,,,,,
3442,躏,lìn,tread upon  ,1.6,,,,,,,,,
3443,缕,lǚ,thread  ,1.6,,,,,,,,,
3444,蓉,róng, lotus  ,1.6,,,,,,,,,
3445,舆,yú,wagon  ,1.6,,,,,,,,,
3446,黯,àn,dim  ,1.58,,,,,,,,,
3447,蜚,fēi,fly  ,1.58,,,,,,,,,
3448,慑,shè,frighten  ,1.58,,,,,,,,,
3449,妲,dá,surname  ,1.56,,,,,,,,,
3450,殷,yīn,bright  ,1.56,,,,,,,,,
3451,啵,bō,bubble  ,1.56,,,,,,,,,
3452,纫,rèn,braid  ,1.56,,,,,,,,,
3453,酝,yùn,brew  ,1.56,,,,,,,,,
3454,褒,bāo,praise  ,1.56,,,,,,,,,
3455,蘸,zhàn,dip  ,1.56,,,,,,,,,
3456,琉,liú,glaze  ,1.56,,,,,,,,,
3457,槌,chuí,hammer  ,1.56,,,,,,,,,
3458,霆,tíng,thunder  ,1.56,,,,,,,,,
3459,蚕,cán,silkworm  ,1.56,,,,,,,,,
3460,亢,kàng,be excited  ,1.56,,,,,,,,,
3461,灶,zào,stove  ,1.54,,,,,,,,,
3462,偌,ruò,as if  ,1.54,,,,,,,,,
3463,暮,mù,evening  ,1.54,,,,,,,,,
3464,烯,xī,alkene  ,1.54,,,,,,,,,
3465,蠕,rú,crawl  ,1.54,,,,,,,,,
3466,蛾,é,moth  ,1.54,,,,,,,,,
3467,钾,jiǎ,potassium  ,1.54,,,,,,,,,
3468,侃,kǎn,speak frankly  ,1.54,,,,,,,,,
3469,眈,dān,glare  ,1.54,,,,,,,,,
3470,鹑,chún,quail  ,1.52,,,,,,,,,
3471,赁,lìn,rent  ,1.52,,,,,,,,,
3472,仨,sā,three  ,1.52,,,,,,,,,
3473,抨,pēng,criticize  ,1.52,,,,,,,,,
3474,颓,tuí,be discouraged  ,1.52,,,,,,,,,
3475,屌,diǎo,be arrogant  ,1.52,,,,,,,,,
3476,潦,liáo,be muddy  ,1.52,,,,,,,,,
3477,镰,lián,hoe  ,1.52,,,,,,,,,
3478,俚,lǐ,dialect  ,1.52,,,,,,,,,
3479,魇,yǎn,nightmare  ,1.52,,,,,,,,,
3480,秦,qín,surname  ,1.52,,,,,,,,,
3481,鹌,ān,quail  ,1.52,,,,,,,,,
3482,胱,guāng,bladder  ,1.49,,,,,,,,,
3483,邂,xiè,meet by chance  ,1.49,,,,,,,,,
3484,巩,gǒng,consolidate  ,1.49,,,,,,,,,
3485,逅,hòu,meet  ,1.49,,,,,,,,,
3486,胯,kuà,hip  ,1.49,,,,,,,,,
3487,奠,diàn,establish  ,1.49,,,,,,,,,
3488,撵,niǎn,chase  ,1.49,,,,,,,,,
3489,垢,gòu,dirt  ,1.49,,,,,,,,,
3490,藩,fān,barricade  ,1.49,,,,,,,,,
3491,锣,luó,gong  ,1.47,,,,,,,,,
