Number,Chinese,Part,Freq,Difficulty
19644,阿恩,personal name,27,5
19645,陈真,personal name,27,5
19646,降职,verb,27,5
19647,隔绝,"verb, verb with nominal function",27,5
19648,零售,"verb, verb with nominal function",27,5
19649,面包片,common noun,27,5
19650,音色,common noun,27,5
19651,顺子,personal name,27,5
19652,顺藤摸瓜,verb,27,5
19653,预产期,"common noun, time word",27,5
19654,颈椎,common noun,27,5
19655,马尔加拉斯,personal name,27,5
19656,马科里斯,personal name,27,5
19657,骨灰盒,common noun,27,5
19658,骨质,common noun,27,5
19659,高挑,adjective,27,5
19660,魁梧,adjective,27,5
19661,鲈鱼,common noun,27,5
19662,鲍勃·萨特菲尔德,personal name,27,5
19663,鲱鱼,common noun,27,5
19664,鹤立鸡群,verb,27,5
19665,麝香,common noun,27,5
19666,麦克阿瑟,personal name,27,5
19667,义卖,"verb, verb with nominal function",26.5,5
19668,乒乓,"common noun, onomatopoeia",26.5,5
19669,交接,"verb, verb with nominal function",26.5,5
19670,修整,"verb, verb with nominal function",26.5,5
19671,兰斯洛特,"personal name, place name ",26.5,5
19672,升迁,"verb, verb with nominal function",26.5,5
19673,去留,"verb, verb with nominal function",26.5,5
19674,回击,"verb, verb with nominal function",26.5,5
19675,妒嫉,"verb, verb with nominal function",26.5,5
19676,对立,"verb, verb with nominal function",26.5,5
19677,忧愁,"adjective, adjective with nominal function",26.5,5
19678,惨败,"verb, verb with nominal function",26.5,5
19679,捧场,"verb, verb with nominal function",26.5,5
19680,探究,"verb, verb with nominal function",26.5,5
19681,收容,"verb, verb with nominal function",26.5,5
19682,敬业,"verb, verb with nominal function",26.5,5
19683,无端,"adverb, non-predicate adjective",26.5,5
19684,果真,"adverb, conjunction",26.5,5
19685,消亡,"verb, verb with nominal function",26.5,5
19686,炸鱼,"verb, verb with nominal function",26.5,5
19687,特效,"common noun, non-predicate adjective",26.5,5
19688,精选,"verb, verb with nominal function",26.5,5
19689,耳闻,"verb, verb with nominal function",26.5,5
19690,肆虐,"verb, verb with nominal function",26.5,5
19691,赏识,"verb, verb with nominal function",26.5,5
19692,附属,"verb, verb with nominal function",26.5,5
19693,讲究,"adjective, verb, verb with nominal function",26.33333333,5
19694,一万二,numeral,26,5
19695,一个劲,adverb,26,5
19696,一去不返,verb,26,5
19697,一眼,adverb,26,5
19698,一贫如洗,fixed expressions,26,5
19699,万事大吉,verb,26,5
19700,三十六,numeral,26,5
19701,上策,common noun,26,5
19702,下肢,common noun,26,5
19703,下风,common noun,26,5
19704,不善,adjective,26,5
19705,丝绒,common noun,26,5
19706,两难,descriptive,26,5
19707,严严实实,descriptive,26,5
19708,丧礼,common noun,26,5
19709,个案,common noun,26,5
19710,中国政府,organization name,26,5
19711,为国捐躯,verb,26,5
19712,丽娜,personal name,26,5
19713,乔治敦,place name ,26,5
19714,乔瑟芬,personal name,26,5
19715,书迷,common noun,26,5
19716,二十一,numeral,26,5
19717,二百五,numeral,26,5
19718,亏待,verb,26,5
19719,交汇,"verb, verb with nominal function",26,5
19720,交际花,common noun,26,5
19721,人声,common noun,26,5
19722,人猿,common noun,26,5
19723,仁川,place name ,26,5
19724,伊索德,personal name,26,5
19725,伊莫森·卡德,personal name,26,5
19726,会堂,common noun,26,5
19727,低价,"adjective as adverbial, common noun",26,5
19728,佛烈,personal name,26,5
19729,佳佛力,personal name,26,5
19730,佳肴,common noun,26,5
19731,信差,common noun,26,5
19732,光碟,common noun,26,5
19733,全自动,non-predicate adjective,26,5
19734,八九,numeral,26,5
19735,八千,numeral,26,5
19736,六万,numeral,26,5
19737,关系网,common noun,26,5
19738,冰克,personal name,26,5
19739,冰袋,common noun,26,5
19740,冲劲,common noun,26,5
19741,冷风,common noun,26,5
19742,凉爽,"adjective, adjective with nominal function",26,5
19743,出任,verb,26,5
19744,出入证,common noun,26,5
19745,出嫁,verb,26,5
19746,出游,"verb, verb with nominal function",26,5
19747,出道,verb,26,5
19748,击毁,verb,26,5
19749,分文,common noun,26,5
19750,分析家,common noun,26,5
19751,分毫,numeral,26,5
19752,分界线,common noun,26,5
19753,列举,verb,26,5
19754,列兵,common noun,26,5
19755,别克,personal name,26,5
19756,剥离,verb,26,5
19757,劝告,"verb, verb with nominal function",26,5
19758,加文,personal name,26,5
19759,助长,verb,26,5
19760,勤快,adjective,26,5
19761,包子,common noun,26,5
19762,化作,verb,26,5
19763,十万八,numeral,26,5
19764,华人,common noun,26,5
19765,单线,common noun,26,5
19766,单行道,common noun,26,5
19767,卡伦,"personal name, place name ",26,5
19768,卡甘,personal name,26,5
19769,厚重,adjective,26,5
19770,原型机,common noun,26,5
19771,双目,common noun,26,5
19772,反派,common noun,26,5
19773,变卖,verb,26,5
19774,叠罗汉,verb,26,5
19775,古迹,common noun,26,5
19776,另行,adverb,26,5
19777,只字,common noun,26,5
19778,只得,adverb,26,5
19779,只身,adverb,26,5
19780,可汗,common noun,26,5
19781,史蒂文斯,personal name,26,5
19782,各人,pronoun,26,5
19783,吉安,place name ,26,5
19784,吉斯,other proper noun,26,5
19785,同床共枕,verb,26,5
19786,名门,common noun,26,5
19787,吞咽,verb,26,5
19788,吞食,verb,26,5
19789,含蓄,adjective,26,5
19790,哈利德,personal name,26,5
19791,哈德利,personal name,26,5
19792,响铃,common noun,26,5
19793,唬人,verb,26,5
19794,喃喃,onomatopoeia,26,5
19795,善浩,personal name,26,5
19796,喜剧片,common noun,26,5
19797,器皿,common noun,26,5
19798,四面,directional locality,26,5
19799,圣彼得堡,place name ,26,5
19800,坏死,"verb, verb with nominal function",26,5
19801,埃米尔,personal name,26,5
19802,基恩,personal name,26,5
19803,堂堂,descriptive,26,5
19804,外层,common noun,26,5
19805,多姆,personal name,26,5
19806,夜宵,common noun,26,5
19807,大嗓门,common noun,26,5
19808,大嫂,common noun,26,5
19809,奇观,common noun,26,5
19810,奥尼尔,personal name,26,5
19811,奥菲丽亚,personal name,26,5
19812,奥黛莉,personal name,26,5
19813,奸诈,adjective,26,5
19814,如此这般,fixed expressions,26,5
19815,妥善,"adjective, adjective as adverbial",26,5
19816,威克,personal name,26,5
19817,娴熟,adjective,26,5
19818,学前班,common noun,26,5
19819,安分守己,verb,26,5
19820,安吉罗,personal name,26,5
19821,宏大,adjective,26,5
19822,容身,verb,26,5
19823,宽度,common noun,26,5
19824,宾果,personal name,26,5
19825,富于,verb,26,5
19826,富士山,place name ,26,5
19827,导向,common noun,26,5
19828,小于,verb,26,5
19829,小圈子,common noun,26,5
19830,小泉,personal name,26,5
19831,尤妮卡,personal name,26,5
19832,尼克斯,personal name,26,5
19833,展示会,common noun,26,5
19834,山猫,common noun,26,5
19835,岗哨,common noun,26,5
19836,市值,common noun,26,5
19837,布莱安妮,personal name,26,5
19838,年迈,descriptive,26,5
19839,异样,"adjective, common noun",26,5
19840,弗利克,personal name,26,5
19841,归类,verb,26,5
19842,影评,common noun,26,5
19843,征兵,"verb, verb with nominal function",26,5
19844,征途,common noun,26,5
19845,德尔玛,personal name,26,5
19846,怒气冲冲,verb,26,5
19847,急性子,common noun,26,5
19848,总长,common noun,26,5
19849,恩湖,personal name,26,5
19850,恩知,personal name,26,5
19851,恩英,personal name,26,5
19852,悸动,verb with nominal function,26,5
19853,惟有,verb,26,5
19854,想入非非,verb,26,5
19855,成仁,verb,26,5
19856,成心,adverb,26,5
19857,所到之处,fixed expressions,26,5
19858,手指甲,common noun,26,5
19859,打退堂鼓,verb,26,5
19860,投缘,adjective,26,5
19861,护兵,common noun,26,5
19862,押运,verb,26,5
19863,拉瑞,personal name,26,5
19864,拉锁,common noun,26,5
19865,拓展,"verb, verb with nominal function",26,5
19866,指骨,common noun,26,5
19867,掌心,common noun,26,5
19868,接合,verb,26,5
19869,接应,"verb, verb with nominal function",26,5
19870,推选,verb,26,5
19871,收发,"verb, verb with nominal function",26,5
19872,放在眼里,verb,26,5
19873,放射科,common noun,26,5
19874,放肆,"adjective, adjective with nominal function",26,5
19875,敏俊,personal name,26,5
19876,教主,common noun,26,5
19877,文法,common noun,26,5
19878,斥责,verb,26,5
19879,断断续续,fixed expressions,26,5
19880,斯图亚特,personal name,26,5
19881,斯塔克,personal name,26,5
19882,旗舰,common noun,26,5
19883,日间,time word,26,5
19884,早产,verb,26,5
19885,时来运转,verb,26,5
19886,明月,common noun,26,5
19887,易于,verb,26,5
19888,智铉,personal name,26,5
19889,智银,personal name,26,5
19890,更胜一筹,verb,26,5
19891,木筏,common noun,26,5
19892,本届,pronoun,26,5
19893,枪林弹雨,fixed expressions,26,5
19894,枪膛,common noun,26,5
19895,柑橘,common noun,26,5
19896,查证,"verb, verb with nominal function",26,5
19897,柯敏斯,personal name,26,5
19898,校正,verb,26,5
19899,格洛丽娅,personal name,26,5
19900,概括,"verb, verb with nominal function",26,5
19901,榴弹,common noun,26,5
19902,欣喜,"adjective, adjective with nominal function",26,5
19903,歌利亚,personal name,26,5
19904,正值,verb,26,5
19905,此片,pronoun,26,5
19906,武器库,common noun,26,5
19907,武馆,common noun,26,5
19908,死命,common noun,26,5
19909,死角,common noun,26,5
19910,每间,pronoun,26,5
19911,水漂,common noun,26,5
19912,永无止境,verb,26,5
19913,沃尔什,personal name,26,5
19914,河童,personal name,26,5
19915,波尔,personal name,26,5
19916,波拉,personal name,26,5
19917,活像,verb,26,5
19918,活门,common noun,26,5
19919,浮莱底,personal name,26,5
19920,消防栓,common noun,26,5
19921,深意,common noun,26,5
19922,渊博,adjective,26,5
19923,渔民,common noun,26,5
19924,溶剂,common noun,26,5
19925,澡堂,common noun,26,5
19926,火速,adverb,26,5
19927,灼热,descriptive,26,5
19928,烈性,non-predicate adjective,26,5
19929,热水器,common noun,26,5
19930,热汤,common noun,26,5
19931,焦油,common noun,26,5
19932,照相馆,common noun,26,5
19933,爱提儿,personal name,26,5
19934,牙买加人,other proper noun,26,5
19935,犯罪学,common noun,26,5
19936,犹太教徒,common noun,26,5
19937,猜疑,"verb, verb with nominal function",26,5
19938,献血,"verb, verb with nominal function",26,5
19939,玛格瑞姆,personal name,26,5
19940,环形,common noun,26,5
19941,现钱,common noun,26,5
19942,珊瑚礁,common noun,26,5
19943,班主任,common noun,26,5
19944,琛哥,personal name,26,5
19945,瑞蒙达,personal name,26,5
19946,甜味,common noun,26,5
19947,生日卡,common noun,26,5
19948,生理学,common noun,26,5
19949,用武之地,fixed expressions,26,5
19950,电讯,common noun,26,5
19951,痛饮,verb,26,5
19952,登记表,common noun,26,5
19953,白纸,common noun,26,5
19954,白菜,common noun,26,5
19955,皮卡,personal name,26,5
19956,皮埃,personal name,26,5
19957,皮普,personal name,26,5
19958,盖瑞根,personal name,26,5
19959,相左,verb,26,5
19960,真心实意,fixed expressions,26,5
19961,着落,common noun,26,5
19962,睡美人,"common noun, other proper noun",26,5
19963,石墙,common noun,26,5
19964,石子,common noun,26,5
19965,石楠,personal name,26,5
19966,硬仗,common noun,26,5
19967,确定性,common noun,26,5
19968,社论,common noun,26,5
19969,福尔曼,personal name,26,5
19970,福星,common noun,26,5
19971,离别,"verb, verb with nominal function",26,5
19972,禽流感,common noun,26,5
19973,私利,common noun,26,5
19974,私营,non-predicate adjective,26,5
19975,稀奇古怪,fixed expressions,26,5
19976,空包弹,common noun,26,5
19977,空子,common noun,26,5
19978,管教所,common noun,26,5
19979,米丽,personal name,26,5
19980,米开朗基罗,personal name,26,5
19981,米糕,common noun,26,5
19982,粗人,common noun,26,5
19983,粗壮,adjective,26,5
19984,粗心大意,verb,26,5
19985,精武,other proper noun,26,5
19986,红细胞,common noun,26,5
19987,纪实,common noun,26,5
19988,练习场,common noun,26,5
19989,罚球,"verb, verb with nominal function",26,5
19990,罪大恶极,verb,26,5
19991,美娜,personal name,26,5
19992,美男子,common noun,26,5
19993,翻越,verb,26,5
19994,考古学,common noun,26,5
19995,耍赖,verb,26,5
19996,胆大,adjective,26,5
19997,胆战心惊,verb,26,5
19998,胳肢,verb,26,5
19999,胳臂,common noun,26,5
20000,腹泻,"verb, verb with nominal function",26,5
20001,自告奋勇,verb,26,5
20002,自控,"verb, verb with nominal function",26,5
20003,舒缓,"adjective, descriptive",26,5
20004,航运,common noun,26,5
20005,色情狂,common noun,26,5
20006,艾弗里,personal name,26,5
20007,艾维,personal name,26,5
20008,芭蕾舞团,common noun,26,5
20009,花丛,common noun,26,5
20010,花盆,common noun,26,5
20011,苜蓿,common noun,26,5
20012,苦工,common noun,26,5
20013,苦海,common noun,26,5
20014,茹尼奥尔,personal name,26,5
20015,荷包,common noun,26,5
20016,菲利亚斯,personal name,26,5
20017,营区,common noun,26,5
20018,蔗糖,common noun,26,5
20019,蛆虫,common noun,26,5
20020,蟹肉,common noun,26,5
20021,衣冠,common noun,26,5
20022,衣衫,common noun,26,5
20023,衣食,common noun,26,5
20024,补习班,common noun,26,5
20025,衬垫,common noun,26,5
20026,被窝,common noun,26,5
20027,西斯,personal name,26,5
20028,覆辙,common noun,26,5
20029,见好,verb,26,5
20030,见怪,verb,26,5
20031,见死不救,verb,26,5
20032,视界,common noun,26,5
20033,让位,verb,26,5
20034,讶异,verb,26,5
20035,诉苦,verb,26,5
20036,诚信,"adjective, adjective as adverbial, verb",26,5
20037,话费,common noun,26,5
20038,诧异,adjective,26,5
20039,贝鲁特,"personal name, place name ",26,5
20040,货源,common noun,26,5
20041,费尔南多,personal name,26,5
20042,费马,personal name,26,5
20043,赞不绝口,verb,26,5
20044,赫鲁晓夫,personal name,26,5
20045,赶尽杀绝,verb,26,5
20046,超载,verb,26,5
20047,越橘,common noun,26,5
20048,路段,common noun,26,5
20049,跳槽,verb,26,5
20050,跷跷板,common noun,26,5
20051,蹦蹦跳跳,verb,26,5
20052,身临其境,fixed expressions,26,5
20053,转账,"verb, verb with nominal function",26,5
20054,转轮,common noun,26,5
20055,达卡,place name ,26,5
20056,达特茅斯,personal name,26,5
20057,达纳,personal name,26,5
20058,过来人,common noun,26,5
20059,迪尼斯,personal name,26,5
20060,迷你裙,common noun,26,5
20061,选人,verb,26,5
20062,通灵,personal name,26,5
20063,通红,descriptive,26,5
20064,道比斯,personal name,26,5
20065,避风港,common noun,26,5
20066,邮轮,common noun,26,5
20067,郝普,personal name,26,5
20068,酒类,common noun,26,5
20069,重唱,common noun,26,5
20070,金卡,common noun,26,5
20071,铁人,common noun,26,5
20072,铁窗,common noun,26,5
20073,锋芒,common noun,26,5
20074,锡安,personal name,26,5
20075,长传,common noun,26,5
20076,门诊部,common noun,26,5
20077,门面,common noun,26,5
20078,问道,verb,26,5
20079,阎王,common noun,26,5
20080,防腐,"verb, verb with nominal function",26,5
20081,防身,verb,26,5
20082,阿里斯泰尔,personal name,26,5
20083,降温,"verb, verb with nominal function",26,5
20084,隐晦,adjective,26,5
20085,零分,time word,26,5
20086,霍金斯,personal name,26,5
20087,露点,common noun,26,5
20088,韩相宇,personal name,26,5
20089,领情,verb,26,5
20090,食品店,common noun,26,5
20091,馆里,common noun,26,5
20092,馒头,common noun,26,5
20093,首演,"verb, verb with nominal function",26,5
20094,马林,personal name,26,5
20095,马达加斯加,place name ,26,5
20096,驾轻就熟,verb,26,5
20097,高田,place name ,26,5
20098,魂魄,common noun,26,5
20099,麦奎伊,personal name,26,5
20100,麦里安,personal name,26,5
20101,麻布,common noun,26,5
20102,黄铜,common noun,26,5
20103,偏好,"common noun, verb",25.5,5
20104,双向,"adverb, non-predicate adjective",25.5,5
20105,可口可乐,"common noun, other proper noun",25.5,5
20106,周密,"adjective, adjective as adverbial",25.5,5
20107,哀求,"verb, verb with nominal function",25.5,5
20108,围攻,"verb, verb with nominal function",25.5,5
20109,天大,"adjective, other proper noun",25.5,5
20110,安放,"verb, verb with nominal function",25.5,5
20111,巨龙,"common noun, other proper noun",25.5,5
20112,憔悴,"adjective, adjective with nominal function",25.5,5
20113,扶持,"verb, verb with nominal function",25.5,5
20114,更年期,"common noun, time word",25.5,5
20115,朦胧,"adjective, adjective with nominal function",25.5,5
20116,欢庆,"verb, verb with nominal function",25.5,5
20117,欣然,"adverb, descriptive",25.5,5
20118,滑动,"verb, verb with nominal function",25.5,5
20119,热恋,"verb, verb with nominal function",25.5,5
20120,烹调,"verb, verb with nominal function",25.5,5
20121,焦躁,"adjective, adjective with nominal function",25.5,5
20122,照射,"verb, verb with nominal function",25.5,5
20123,稀罕,"adjective, verb",25.5,5
20124,观摩,"verb, verb with nominal function",25.5,5
20125,重叠,"verb, verb with nominal function",25.5,5
20126,险恶,"adjective, adjective with nominal function",25.5,5
20127,首映,"verb, verb with nominal function",25.5,5
20128,高价,"adverb, common noun",25.5,5
20129,高烧,"common noun, verb",25.5,5
20130,报价,"common noun, verb, verb with nominal function",25.33333333,5
20131,补贴,"common noun, verb, verb with nominal function",25.33333333,5
20132,一文不名,fixed expressions,25,5
20133,七分,time word,25,5
20134,万万,fixed expressions,25,5
20135,三部曲,common noun,25,5
20136,上下班,verb,25,5
20137,下颌,common noun,25,5
20138,不人道,adjective,25,5
20139,不住,adverb,25,5
20140,不定,adverb,25,5
20141,中暑,verb,25,5
20142,中计,verb,25,5
20143,乌烟瘴气,fixed expressions,25,5
20144,乔安,personal name,25,5
20145,二十二,numeral,25,5
20146,互换,"verb, verb with nominal function",25,5
20147,五星级,non-predicate adjective,25,5
20148,交响曲,common noun,25,5
20149,交心,verb,25,5
20150,亨廷顿,place name ,25,5
20151,人工授精,fixed expressions,25,5
20152,人母,common noun,25,5
20153,仁村,personal name,25,5
20154,从警,verb,25,5
20155,价位,common noun,25,5
20156,仿制,verb,25,5
20157,伊斯特,personal name,25,5
20158,伊萨贝尔,personal name,25,5
20159,伍申,personal name,25,5
20160,优先级,common noun,25,5
20161,伯伯,common noun,25,5
20162,何人,pronoun,25,5
20163,信天翁,common noun,25,5
20164,倒戈,verb,25,5
20165,停歇,verb,25,5
20166,催泪弹,common noun,25,5
20167,元气,common noun,25,5
20168,光棍,common noun,25,5
20169,克斯莫,personal name,25,5
20170,公物,common noun,25,5
20171,六分,time word,25,5
20172,兰柏,personal name,25,5
20173,养老,"verb, verb with nominal function",25,5
20174,兼容,verb,25,5
20175,内罗毕,place name ,25,5
20176,军旅,common noun,25,5
20177,军需,common noun,25,5
20178,冷气,common noun,25,5
20179,冷藏车,common noun,25,5
20180,冷门,common noun,25,5
20181,冷面,common noun,25,5
20182,减退,verb,25,5
20183,出勤,"verb, verb with nominal function",25,5
20184,出版业,common noun,25,5
20185,刀叉,common noun,25,5
20186,刨根问底,verb,25,5
20187,利普顿,other proper noun,25,5
20188,到头,verb,25,5
20189,前奏,common noun,25,5
20190,劣等,non-predicate adjective,25,5
20191,动工,verb,25,5
20192,动情,verb,25,5
20193,助兴,verb,25,5
20194,助听器,common noun,25,5
20195,勃兰特,personal name,25,5
20196,北岸,space word,25,5
20197,千克,classifier,25,5
20198,午睡,verb,25,5
20199,卖座,adjective,25,5
20200,卡拉奇,place name ,25,5
20201,卡茜,personal name,25,5
20202,卢帕斯,personal name,25,5
20203,厄休拉,personal name,25,5
20204,原封不动,fixed expressions,25,5
20205,发毛,verb,25,5
20206,发电站,common noun,25,5
20207,发迹,verb,25,5
20208,受贿,"verb, verb with nominal function",25,5
20209,变型,verb,25,5
20210,变色龙,common noun,25,5
20211,口型,common noun,25,5
20212,吉祥,common noun,25,5
20213,吉里米,personal name,25,5
20214,同流合污,verb,25,5
20215,后跟,common noun,25,5
20216,听之任之,verb,25,5
20217,吸吮,verb,25,5
20218,呵护,"verb, verb with nominal function",25,5
20219,呼啸,verb,25,5
20220,和约,common noun,25,5
20221,哭诉,"verb, verb with nominal function",25,5
20222,哲理,common noun,25,5
20223,喉结,common noun,25,5
20224,嘎纳,personal name,25,5
20225,回荡,verb,25,5
20226,园子,common noun,25,5
20227,固然,conjunction,25,5
20228,圆珠笔,common noun,25,5
20229,圣贤,common noun,25,5
20230,地穴,common noun,25,5
20231,埃利奥特,personal name,25,5
20232,埃瑞克,personal name,25,5
20233,培养皿,common noun,25,5
20234,基斯,personal name,25,5
20235,塌陷,verb,25,5
20236,复数,common noun,25,5
20237,复本,common noun,25,5
20238,外甥女,common noun,25,5
20239,多媒体,common noun,25,5
20240,多彩,descriptive,25,5
20241,大卫·贝克汉姆,personal name,25,5
20242,大灰狼,common noun,25,5
20243,大纲,common noun,25,5
20244,大街小巷,fixed expressions,25,5
20245,失聪,verb,25,5
20246,奇柏,personal name,25,5
20247,奋勇,adverb,25,5
20248,奎宁,common noun,25,5
20249,女声,common noun,25,5
20250,奴仆,common noun,25,5
20251,好客,"adjective, adjective with nominal function",25,5
20252,好战,adjective,25,5
20253,妮可,personal name,25,5
20254,娜塔莎,personal name,25,5
20255,婚期,common noun,25,5
20256,婷婷,personal name,25,5
20257,孝珍,personal name,25,5
20258,学生证,common noun,25,5
20259,害群之马,fixed expressions,25,5
20260,容颜,common noun,25,5
20261,富含,verb,25,5
20262,富士郎,personal name,25,5
20263,富饶,adjective,25,5
20264,对立面,common noun,25,5
20265,导尿管,common noun,25,5
20266,导火线,common noun,25,5
20267,导线,common noun,25,5
20268,小心眼,common noun,25,5
20269,小杰,personal name,25,5
20270,小舅子,common noun,25,5
20271,尖峰,common noun,25,5
20272,就医,verb,25,5
20273,山村,common noun,25,5
20274,岩洞,common noun,25,5
20275,差一点,adverb,25,5
20276,巴特比,personal name,25,5
20277,布雷特,personal name,25,5
20278,帮子,common noun,25,5
20279,常态,common noun,25,5
20280,平房,common noun,25,5
20281,平易近人,verb,25,5
20282,并未,adverb,25,5
20283,座谈会,common noun,25,5
20284,延秀,personal name,25,5
20285,异地,common noun,25,5
20286,弗兰茜,personal name,25,5
20287,弗雷德里克,personal name,25,5
20288,张哲,personal name,25,5
20289,往年,time word,25,5
20290,往返,"verb, verb with nominal function",25,5
20291,征程,common noun,25,5
20292,得心应手,verb,25,5
20293,德瑞,personal name,25,5
20294,心血来潮,verb,25,5
20295,忧心忡忡,verb,25,5
20296,急剧,"adverb, non-predicate adjective",25,5
20297,恐怖症,common noun,25,5
20298,悄无声息,verb,25,5
20299,情面,common noun,25,5
20300,托斯卡纳,personal name,25,5
20301,投票站,common noun,25,5
20302,抖动,verb,25,5
20303,抛售,verb,25,5
20304,报信,verb with nominal function,25,5
20305,抽动,verb,25,5
20306,挽留,verb,25,5
20307,插花,verb with nominal function,25,5
20308,插销,common noun,25,5
20309,揣测,verb,25,5
20310,撼动,verb,25,5
20311,擂台,common noun,25,5
20312,改换,verb,25,5
20313,救兵,common noun,25,5
20314,教诲,"verb, verb with nominal function",25,5
20315,数列,common noun,25,5
20316,斗嘴,verb,25,5
20317,斩草除根,verb,25,5
20318,斯坦顿,personal name,25,5
20319,新建,verb,25,5
20320,旅社,common noun,25,5
20321,日文,other proper noun,25,5
20322,普罗维登斯,personal name,25,5
20323,景仰,verb,25,5
20324,暴发户,common noun,25,5
20325,有利可图,verb,25,5
20326,服务台,common noun,25,5
20327,木屑,common noun,25,5
20328,木料,common noun,25,5
20329,未雨绸缪,verb,25,5
20330,末路,common noun,25,5
20331,本分,"adjective, common noun",25,5
20332,本尼迪克特,personal name,25,5
20333,本镇,pronoun,25,5
20334,朴实,adjective,25,5
20335,杂事,common noun,25,5
20336,来来往往,verb,25,5
20337,杰佛逊,personal name,25,5
20338,杰克逊维尔,personal name,25,5
20339,杰里米,personal name,25,5
20340,林德,personal name,25,5
20341,林荫,common noun,25,5
20342,枪弹,common noun,25,5
20343,查问,verb,25,5
20344,柯提斯,personal name,25,5
20345,树根,common noun,25,5
20346,树皮,common noun,25,5
20347,核武,common noun,25,5
20348,格兰玛,personal name,25,5
20349,格鲁维尔,personal name,25,5
20350,桅杆,common noun,25,5
20351,棱角,common noun,25,5
20352,次日,time word,25,5
20353,欧提斯,personal name,25,5
20354,欧若拉,personal name,25,5
20355,正义感,common noun,25,5
20356,每种,pronoun,25,5
20357,比亚里斯托克,personal name,25,5
20358,毕晓普,personal name,25,5
20359,民国,common noun,25,5
20360,气闸,common noun,25,5
20361,氢气,common noun,25,5
20362,水位,common noun,25,5
20363,水温,common noun,25,5
20364,永斌,personal name,25,5
20365,求人,verb,25,5
20366,江太锡,personal name,25,5
20367,污垢,common noun,25,5
20368,沃夫彼得,personal name,25,5
20369,法默尔,personal name,25,5
20370,波哥大,place name ,25,5
20371,活性,"common noun, non-predicate adjective",25,5
20372,活物,common noun,25,5
20373,流行歌曲,fixed expressions,25,5
20374,浩熊,personal name,25,5
20375,海牛,other proper noun,25,5
20376,涌出,verb,25,5
20377,涌现,verb,25,5
20378,涵义,common noun,25,5
20379,涵盖,verb,25,5
20380,混日子,verb,25,5
20381,满头,common noun,25,5
20382,满脸,adverb,25,5
20383,漏气,verb,25,5
20384,漫天,descriptive,25,5
20385,火线,common noun,25,5
20386,灵气,common noun,25,5
20387,炮塔,common noun,25,5
20388,烈日,common noun,25,5
20389,煤油,common noun,25,5
20390,熙圆,personal name,25,5
20391,爱国主义,common noun,25,5
20392,爱爱,personal name,25,5
20393,特级,non-predicate adjective,25,5
20394,珠世,personal name,25,5
20395,瓦加杜古,place name ,25,5
20396,瓶盖,common noun,25,5
20397,生人,common noun,25,5
20398,电站,common noun,25,5
20399,电话本,common noun,25,5
20400,电闸,common noun,25,5
20401,画外音,common noun,25,5
20402,界面,common noun,25,5
20403,留名,verb,25,5
20404,百般,adverb,25,5
20405,皮尔森,personal name,25,5
20406,直话,common noun,25,5
20407,相声,common noun,25,5
20408,眼红,verb,25,5
20409,短命,adjective,25,5
20410,矮胖,descriptive,25,5
20411,石灰,common noun,25,5
20412,破门,"verb, verb with nominal function",25,5
20413,碧姬,personal name,25,5
20414,祖传,verb with nominal function,25,5
20415,神户,place name ,25,5
20416,禁药,common noun,25,5
20417,私语,"verb, verb with nominal function",25,5
20418,科索沃,place name ,25,5
20419,科迪亚克,common noun,25,5
20420,稀少,adjective,25,5
20421,空话,common noun,25,5
20422,端点,common noun,25,5
20423,第十四,numeral,25,5
20424,筏子,common noun,25,5
20425,米根斯,personal name,25,5
20426,索丽亚,personal name,25,5
20427,索性,adverb,25,5
20428,累积,"verb, verb with nominal function",25,5
20429,纪美子,personal name,25,5
20430,绞盘,common noun,25,5
20431,维尔玛,personal name,25,5
20432,编成,verb,25,5
20433,缩影,common noun,25,5
20434,缰绳,common noun,25,5
20435,罗曼蒂克,adjective,25,5
20436,美化,"verb, verb with nominal function",25,5
20437,羽翼,common noun,25,5
20438,老本,common noun,25,5
20439,老生常谈,fixed expressions,25,5
20440,老糊涂,common noun,25,5
20441,联阵,common noun,25,5
20442,肯德基,other proper noun,25,5
20443,肾衰竭,common noun,25,5
20444,腰椎,common noun,25,5
20445,自夸,verb,25,5
20446,舍伍德,personal name,25,5
20447,舒格曼,personal name,25,5
20448,船队,common noun,25,5
20449,艾尔莎,personal name,25,5
20450,茶川,personal name,25,5
20451,荞麦,common noun,25,5
20452,莱姆,personal name,25,5
20453,莱特,personal name,25,5
20454,莱西,place name ,25,5
20455,菜饭,common noun,25,5
20456,菲奥纳,personal name,25,5
20457,葡萄球菌,common noun,25,5
20458,蒂尔尼,personal name,25,5
20459,蒂杰,personal name,25,5
20460,蒂蒂,personal name,25,5
20461,薪金,common noun,25,5
20462,蚕食,verb,25,5
20463,衬裤,common noun,25,5
20464,被告席,common noun,25,5
20465,装订,verb,25,5
20466,西城,place name ,25,5
20467,西方人,common noun,25,5
20468,西欧,place name ,25,5
20469,西比佛利,personal name,25,5
20470,西部片,common noun,25,5
20471,詹姆斯·邦德,personal name,25,5
20472,詹宁斯,personal name,25,5
20473,警卫室,common noun,25,5
20474,警灯,common noun,25,5
20475,计策,common noun,25,5
20476,训导,verb,25,5
20477,诈骗罪,common noun,25,5
20478,谈情说爱,verb,25,5
20479,豪门,common noun,25,5
20480,贞珠,personal name,25,5
20481,财力,common noun,25,5
